N,P,K,temperature,humidity,ph,rainfall,label
0.4240383919005832,0.38712242411150843,0.48587566685702704,0.5781356094823624,0.39151479548663937,0.5121078705292204,0.4908758634179724,mango
0.4612408104924405,0.40778694530192405,0.6419327398717596,0.5336313584446544,0.5639765978171353,0.46229508910499617,0.4567070607839061,apple
0.3439082862821579,0.7064714260634312,0.5845492864293299,0.5639564942509319,0.7128593606892598,0.5554861400625855,0.4093354071198567,muskmelon
0.5690901216909798,0.2089760987229119,0.450906539352625,0.7478157352519237,0.4221778205531294,0.4948018516542101,0.6308243344721882,apple
0.4400328751237075,0.30294972025078626,0.4953899392551478,0.646800478754697,0.5220582488773102,0.35174827834442235,0.6695983851784981,jute
0.6698529048237232,0.4548612042696728,0.4418650408172527,0.49360359202828374,0.5403823437553099,0.4551762290950627,0.4141876635257978,cotton
0.41592008960678784,0.46280601411957867,0.3435845475648888,0.4446430280625381,0.565386689657055,0.5156015499511464,0.45270709058283043,jute
0.3421002209262032,0.8485928639390031,0.9507379044021437,0.33332751461605026,0.5730631448793337,0.4309086686799346,0.40599769741224256,grapes
0.7478892581326565,0.2939816013940324,0.5188836363868579,0.6289952847899921,0.6378311018030783,0.5020081076865053,0.31104878755748006,muskmelon
0.37331476224977655,0.5988061121057721,0.4528676973271963,0.30518565169952805,0.1625716813646702,0.33143537931021383,0.48433716448096775,kidneybeans
0.6885219091770434,0.7294557212634795,0.1626650703842676,0.7222694320789568,0.6474383177095298,0.38783056359751,0.4208491889158855,mungbean
0.4697366688170696,0.49883172660627206,0.6235606059710684,0.4723748573288883,0.4107964201042218,0.3373083419067131,0.4691375735920659,papaya
0.3477658686895678,0.6508545901991071,0.6968082233359087,0.6418746050474744,0.7261925767739013,0.303252383598966,0.5516996988632564,mungbean
0.5036463340386577,0.613534978739295,0.4880350129876611,0.18197256538689666,0.3284209610434298,0.4511886961938085,0.7240095455930774,blackgram
0.7205765344745299,0.4167581404307053,0.4473663690722245,0.5149593582038313,0.5603250852148074,0.6047409311031196,0.4851680775540915,cotton
0.4840669877877042,0.7521353968626259,0.6491643554342896,0.6918182734190061,0.46892809727123175,0.591065632959993,0.5881505338111083,jute
0.3421002209262032,0.3363183389928851,0.46387035383713987,0.6007582743126543,0.6451649030943127,0.3209183527363515,0.6078766644251783,coconut
0.14159671351880165,0.6785178824941581,0.5068734907161164,0.47556455394589003,0.9756521750516131,0.6868564035463975,0.7279380891684519,papaya
0.3186893149335232,0.28128058011437657,0.5078809798769143,0.39415776622537013,0.6403404855499212,0.5259837763101642,0.5159535438670605,pomegranate
0.8740912578134687,0.6024104356127391,0.49225415780643633,0.5526045609365993,0.7073088022768784,0.5014966069244589,0.5375636675793929,orange
0.3499038562570965,0.5945724383458868,0.4473663690722245,0.39501734702348534,0.18953837718795982,0.36896894805668345,0.5932113701904241,kidneybeans
0.3991312487083899,0.7445906494117727,0.5973965365427405,0.46657043739332527,0.38518994152126174,0.41975611054682616,0.6923338536942621,orange
0.33457924840604736,0.4386332057814081,0.6385846927255673,0.6013976408834993,0.5152480331827576,0.5990284371994394,0.1788493981412184,banana
0.7400856228017632,0.3109162964335735,0.5216343005143438,0.5889667003331457,0.6475649622083788,0.38971313310114275,0.31252389135771114,muskmelon
0.38111839758066984,0.5988061121057721,0.620658209103836,0.3145957336410619,0.14243487617645373,0.6257598562756574,0.4198353970876646,chickpea
0.6230310928383631,0.28128058011437657,0.5216343005143438,0.5359272289968525,0.6110248825744525,0.4910305069082386,0.343473951972591,watermelon
0.431950914554739,0.33980213992638864,0.6532567605702069,0.7025026378074377,0.49887033508340767,0.33589448443734904,0.4294003485129039,cotton
0.7762769551881562,0.664049490902906,0.5793525280454983,0.6300542062962888,0.542735822198214,0.7131321153471308,0.35082617313339043,rice
0.4928549910423251,0.5650022576453602,0.5862829273465924,0.6080881844466702,0.7376699607079754,0.3552712534251168,0.3786000001524884,kidneybeans
0.29918022660628985,0.5480020269871488,0.4473663690722245,0.3639761230376155,0.2551245532282823,0.406963712747774,0.6327755773656718,pigeonpeas
0.6776565401546165,0.31938364395334407,0.5353876211517732,0.5593754635525934,0.6307804266092623,0.4674726898541508,0.3854623143218253,watermelon
0.37721657991522317,0.8062561263401504,0.9287325913822565,0.33732674156704423,0.5744994726751463,0.35340584444910483,0.42252361658388304,grapes
0.5918165515147898,0.5861050908261163,0.5271356287693155,0.5407062764130555,0.5626694505088784,0.313255069746861,0.5260253679898342,banana
0.49817292754406983,0.5014316156284108,0.5243849646418296,0.6795540278376709,0.6533720105318436,0.4667512413548842,0.40036142774723543,papaya
0.3499038562570965,0.3744214028318526,0.5051303157494283,0.4477033658845361,0.6484577468341371,0.5708240805595572,0.5047261442483937,pomegranate
0.4006274859079032,0.4633285517894433,0.4391143766897668,0.6119592255895127,0.6128013885730629,0.48053258010674504,0.3754724921587792,mungbean
0.5762092808530032,0.4252254879504759,0.4583690255821681,0.4953400723858985,0.4048797526889302,0.542909445218847,0.4019217302764531,maize
0.4708602038859432,0.49296426810864025,0.5326369570242873,0.510903652427502,0.6590666277858542,0.49325964806266565,0.5816025709916389,papaya
0.5039024264465479,0.4182904591649795,0.5410161731789828,0.42893830288867096,0.42726167758205563,0.619218758703663,0.2577756411621969,mungbean
0.7045316429666585,0.49429857686274614,0.5350899709888454,0.5779598908588498,0.6153034820665966,0.4495990851440127,0.4554710994704923,orange
0.47613668302873813,0.5800636148315339,0.6561577777593263,0.5740985056187339,0.3849081150433114,0.5217033417172485,0.6607182850011121,maize
0.4344521723110284,0.7563081501739434,0.3254593176498367,0.5052488648256511,0.49111281585597283,0.5789535388583504,0.5430310281044738,lentil
